Institution,Collection type,Collection responsible(s),Collection,Basis of record,Collector,Fecha,Collecting date,Catalog Number,Another catalog number,Sex,Preparation,Status,Life stage,Specimen count,Last modification,Expedition,Cruise number,Vessel,Site station,Replicate,Collection method,Continent,Country,State/Province,County,Ocean,Sea/Gulf,River basin,Bay/Sound,Determinator(s),Validation date,Date identified,Type status,Vernacular name,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Scientific name,Species authorship,Infraspecific epithet,Infra species authorship,Classify system,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Pilar Peralta,1990,,ICML:DHLEB:OGMEX X.10.38.220,,,,,,6,,OGMEX X,10,B/O Justo Sierra,38,,Red de arrastre,America,Mexico,Tamaulipas,Soto la Marina,Atlantico,Golfo de Mexico,,,Pilar Peralta,,12/1/90,,"Actinopterigio,Pez sapo,",Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,Porichthys,,Porichthys porosissimus,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Pilar Peralta,1990,,ICML:DHLEB:OGMEX X.10.38.266,,,,,,14,,OGMEX X,10,B/O Justo Sierra,38,,Red de arrastre,America,Mexico,Tamaulipas,Soto la Marina,Atlantico,Golfo de Mexico,,,Pilar Peralta,,12/1/90,,"Rubio pequeí±o,Actinopterigio,",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,Prionotus,,Prionotus stearnsi,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Pilar Peralta,1990,,ICML:DHLEB:OGMEX X.10.38.618,,,,,,1,,OGMEX X,10,B/O Justo Sierra,38,,Red de arrastre,America,Mexico,Tamaulipas,Soto la Marina,Atlantico,Golfo de Mexico,,,Pilar Peralta,,12/1/90,,"Estrella de mar,Asteroideo,Equinodermo,",Animalia,Echinodermata,Asteroidea,,,,,,,,,,",,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,,1990,,ICML:DHLEB:OGMEX X.10.39.618,,,,,,1,,OGMEX X,10,B/O Justo Sierra,39,,Red de arrastre,America,Mexico,Tamaulipas,Soto la Marina,Atlantico,Golfo de Mexico,,,,,12/1/90,,"Estrella de mar,Asteroideo,Equinodermo,",Animalia,Echinodermata,Asteroidea,,,,,,,,,,",,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,,1990,,ICML:DHLEB:OGMEX X.10.40.635,,,,,,1,,OGMEX X,10,B/O Justo Sierra,40,,Red de arrastre,America,Mexico,Tamaulipas,Soto la Marina,Atlantico,Golfo de Mexico,,,,,12/1/90,,Equinodermo,Animalia,Echinodermata,,,,,,,,,,,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Rosa Florido,1990,,ICML:DHLEB:OGMEX X.10.41.623,,,,,,1,,OGMEX X,10,B/O Justo Sierra,41,,Red de arrastre,America,Mexico,Tamaulipas,Soto la Marina,Atlantico,Golfo de Mexico,,,Rosa Florido,,12/1/90,,"Gasterí_podo,Gastrí_podo,Molusco,",Animalia,Mollusca,Gastropoda,,,,,,,,,,",,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Rosa Florido,1990,,ICML:DHLEB:OGMEX X.10.42.618,,,,,,6,,OGMEX X,10,B/O Justo Sierra,42,,Red de arrastre,America,Mexico,Tamaulipas,Soto la Marina,Atlantico,Golfo de Mexico,,,Rosa Florido,,12/1/90,,"Estrella de mar,Asteroideo,Equinodermo,",Animalia,Echinodermata,Asteroidea,,,,,,,,,,",,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Rosa Florido,1990,,ICML:DHLEB:OGMEX X.10.42.619,,,,,,4,,OGMEX X,10,B/O Justo Sierra,42,,Red de arrastre,America,Mexico,Tamaulipas,Soto la Marina,Atlantico,Golfo de Mexico,,,Rosa Florido,,12/1/90,,"Bivalvo,Molusco,",Animalia,Mollusca,Bivalvia,,,,,,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Rosa Florido,1990,,ICML:DHLEB:OGMEX X.10.43.190,,,,,,1,,OGMEX X,10,B/O Justo Sierra,43,,Red de arrastre,America,Mexico,Tamaulipas,San Fernando,Atlantico,Golfo de Mexico,,,Rosa Florido,,11/30/90,,"Actinopterigio,Ronco canario,",Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Conodon,,Conodon nobilis,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Rosa Florido,1990,,ICML:DHLEB:OGMEX X.10.43.228,,,,,,1,,OGMEX X,10,B/O Justo Sierra,43,,Red de arrastre,America,Mexico,Tamaulipas,San Fernando,Atlantico,Golfo de Mexico,,,Rosa Florido,,11/30/90,,"Actinopterigio,Murcií©lago de lunares,",Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae,Ogcocephalus,,Ogcocephalus radiatus,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Rosa Florido,1990,,ICML:DHLEB:OGMEX X.10.52.618,,,,,,19,,OGMEX X,10,B/O Justo Sierra,52,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,Rosa Florido,,11/28/90,,"Estrella de mar,Asteroideo,Equinodermo,",Animalia,Echinodermata,Asteroidea,,,,,,,,,,",,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Rosa Florido,1990,,ICML:DHLEB:OGMEX X.10.43.618,,,,,,3,,OGMEX X,10,B/O Justo Sierra,43,,Red de arrastre,America,Mexico,Tamaulipas,San Fernando,Atlantico,Golfo de Mexico,,,Rosa Florido,,11/30/90,,"Estrella de mar,Asteroideo,Equinodermo,",Animalia,Echinodermata,Asteroidea,,,,,,,,,,",,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,,1994,,ICML:DHLEB:OGMEX XII.12.24.635,,,,,,1,,OGMEX XII,12,B/O Justo Sierra,24,,Red de arrastre,America,Mexico,Veracruz de Ignacio de la Llave,Alvarado,Atlantico,Golfo de Mexico,,,,,7/3/94,,Equinodermo,Animalia,Echinodermata,,,,,,,,,,,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,"Gildardo Alarcí_n,Rosa Florido,",1990,,ICML:DHLEB:OGMEX X.10.47.155,,,,,,5,,OGMEX X,10,B/O Justo Sierra,47,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,"Rosa Florido,Gildardo Alarcí_n,",,11/28/90,,"Actinopterigio,Charrito garretí_n,",Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Trachurus,,Trachurus lathami,,,,,",,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,"Gildardo Alarcí_n,Rosa Florido,",1990,,ICML:DHLEB:OGMEX X.10.47.266,,,,,,17,,OGMEX X,10,B/O Justo Sierra,47,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,"Rosa Florido,Gildardo Alarcí_n,",,11/28/90,,"Rubio pequeí±o,Actinopterigio,",Animalia,Chordata,Actinopterygii,Scorpaeniformes,Triglidae,Prionotus,,Prionotus stearnsi,,,,,",,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,"Gildardo Alarcí_n,Rosa Florido,",1990,,ICML:DHLEB:OGMEX X.10.47.282,,,,,,3,,OGMEX X,10,B/O Justo Sierra,47,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,"Rosa Florido,Gildardo Alarcí_n,",,11/28/90,,"Lenguado de punto,Actinopterigio,",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Trichopsetta,,Trichopsetta ventralis,,,,,",,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,"Gildardo Alarcí_n,Rosa Florido,",1990,,ICML:DHLEB:OGMEX X.10.47.5,,,,,,1,,OGMEX X,10,B/O Justo Sierra,47,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,"Rosa Florido,Gildardo Alarcí_n,",,11/28/90,,"Murcií©lago picudo,Actinopterigio,",Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae,Halieutichthys,,Halieutichthys aculeatus,,,,,",,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,,1990,,ICML:DHLEB:OGMEX X.10.49.113,,,,,,3,,OGMEX X,10,B/O Justo Sierra,49,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,,,11/28/90,,"Actinopterigio,Chile apestoso,",Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,Synodus,,Synodus foetens,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,,1990,,ICML:DHLEB:OGMEX X.10.49.220,,,,,,1,,OGMEX X,10,B/O Justo Sierra,49,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,,,11/28/90,,"Actinopterigio,Pez sapo,",Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,Porichthys,,Porichthys porosissimus,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,,1990,,ICML:DHLEB:OGMEX X.10.49.228,,,,,,1,,OGMEX X,10,B/O Justo Sierra,49,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,,,11/28/90,,"Actinopterigio,Murcií©lago de lunares,",Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae,Ogcocephalus,,Ogcocephalus radiatus,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,,1990,,ICML:DHLEB:OGMEX X.10.49.273,,,,,,1,,OGMEX X,10,B/O Justo Sierra,49,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,,,11/28/90,,"Suela texana,Actinopterigio,",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Achiridae,Gymnachirus,,Gymnachirus texae,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,,1990,,ICML:DHLEB:OGMEX X.10.49.282,,,,,,2,,OGMEX X,10,B/O Justo Sierra,49,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,,,11/28/90,,"Lenguado de punto,Actinopterigio,",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Trichopsetta,,Trichopsetta ventralis,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,,1990,,ICML:DHLEB:OGMEX X.10.49.5,,,,,,2,,OGMEX X,10,B/O Justo Sierra,49,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,,,11/28/90,,"Murcií©lago picudo,Actinopterigio,",Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae,Halieutichthys,,Halieutichthys aculeatus,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,,1990,,ICML:DHLEB:OGMEX X.10.49.56,,,,,,5,,OGMEX X,10,B/O Justo Sierra,49,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,,,11/28/90,,"Actinopterigio,Huachinango del Golfo,",Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,,Lutjanus campechanus,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,,1990,,ICML:DHLEB:OGMEX X.10.49.60,,,,,,3,,OGMEX X,10,B/O Justo Sierra,49,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,,,11/28/90,,"Actinopterigio,Sargo espinudo,",Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Stenotomus,,Stenotomus caprinus,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,,1990,,ICML:DHLEB:OGMEX X.10.49.61,,,,,,1,,OGMEX X,10,B/O Justo Sierra,49,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,,,11/28/90,,"Actinopterigio,Ballesta,",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Balistes,,Balistes capriscus,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,,1990,,ICML:DHLEB:OGMEX X.10.49.618,,,,,,35,,OGMEX X,10,B/O Justo Sierra,49,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,,,11/28/90,,"Estrella de mar,Asteroideo,Equinodermo,",Animalia,Echinodermata,Asteroidea,,,,,,,,,,",,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Carlos Illescas,1990,,ICML:DHLEB:OGMEX X.10.50.155,,,,,,20,,OGMEX X,10,B/O Justo Sierra,50,,Red de arrastre,America,Mexico,Tamaulipas,San Fernando,Atlantico,Golfo de Mexico,,,Carlos Illescas,,11/30/90,,"Actinopterigio,Charrito garretí_n,",Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Trachurus,,Trachurus lathami,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Carlos Illescas,1990,,ICML:DHLEB:OGMEX X.10.50.228,,,,,,9,,OGMEX X,10,B/O Justo Sierra,50,,Red de arrastre,America,Mexico,Tamaulipas,San Fernando,Atlantico,Golfo de Mexico,,,Carlos Illescas,,11/30/90,,"Actinopterigio,Murcií©lago de lunares,",Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae,Ogcocephalus,,Ogcocephalus radiatus,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Carlos Illescas,1990,,ICML:DHLEB:OGMEX X.10.50.282,,,,,,1,,OGMEX X,10,B/O Justo Sierra,50,,Red de arrastre,America,Mexico,Tamaulipas,San Fernando,Atlantico,Golfo de Mexico,,,Carlos Illescas,,11/30/90,,"Lenguado de punto,Actinopterigio,",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Trichopsetta,,Trichopsetta ventralis,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Carlos Illescas,1990,,ICML:DHLEB:OGMEX X.10.50.635,,,,,,1,,OGMEX X,10,B/O Justo Sierra,50,,Red de arrastre,America,Mexico,Tamaulipas,San Fernando,Atlantico,Golfo de Mexico,,,Carlos Illescas,,11/30/90,,Equinodermo,Animalia,Echinodermata,,,,,,,,,,,",,,,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Carlos Illescas,1990,,ICML:DHLEB:OGMEX X.10.51.197,,,,,,4,,OGMEX X,10,B/O Justo Sierra,51,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,Carlos Illescas,,11/27/90,,"Barbudo ocho barbas,Actinopterigio,",Animalia,Chordata,Actinopterygii,Perciformes,Polynemidae,Polydactylus,,Polydactylus octonemus,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Carlos Illescas,1990,,ICML:DHLEB:OGMEX X.10.51.228,,,,,,1,,OGMEX X,10,B/O Justo Sierra,51,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,Carlos Illescas,,11/27/90,,"Actinopterigio,Murcií©lago de lunares,",Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae,Ogcocephalus,,Ogcocephalus radiatus,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Carlos Illescas,1990,,ICML:DHLEB:OGMEX X.10.51.29,,,,,,1,,OGMEX X,10,B/O Justo Sierra,51,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,Carlos Illescas,,11/27/90,,"Corvina arenera,Actinopterigio,",Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Cynoscion,,Cynoscion arenarius,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Carlos Illescas,1990,,ICML:DHLEB:OGMEX X.10.51.35,,,,,,1,,OGMEX X,10,B/O Justo Sierra,51,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,Carlos Illescas,,11/27/90,,"Serrano oreja negra,Actinopterigio,",Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Serranus,,Serranus atrobranchus,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Carlos Illescas,1990,,ICML:DHLEB:OGMEX X.10.51.56,,,,,,2,,OGMEX X,10,B/O Justo Sierra,51,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,Carlos Illescas,,11/27/90,,"Actinopterigio,Huachinango del Golfo,",Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,,Lutjanus campechanus,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Carlos Illescas,1990,,ICML:DHLEB:OGMEX X.10.51.60,,,,,,1,,OGMEX X,10,B/O Justo Sierra,51,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,Carlos Illescas,,11/27/90,,"Actinopterigio,Sargo espinudo,",Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Stenotomus,,Stenotomus caprinus,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Carlos Illescas,1990,,ICML:DHLEB:OGMEX X.10.51.77,,,,,,4,,OGMEX X,10,B/O Justo Sierra,51,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,Carlos Illescas,,11/27/90,,"Berrugata arenera,Actinopterigio,",Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Umbrina,,Umbrina coroides,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Rosa Florido,1990,,ICML:DHLEB:OGMEX X.10.53.113,,,,,,11,,OGMEX X,10,B/O Justo Sierra,53,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,Rosa Florido,,11/28/90,,"Actinopterigio,Chile apestoso,",Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,Synodus,,Synodus foetens,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,,1997,,ICML:DHLEB:OGMEX XV.15.60.14.619,,,,,,1,,OGMEX XV,15,B/O Justo Sierra,60.14,,Red de arrastre,America,Mexico,Tabasco,Centla,Atlantico,Golfo de Mexico,,,,,2/3/97,,"Bivalvo,Molusco,",Animalia,Mollusca,Bivalvia,,,,,,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Rosa Florido,1990,,ICML:DHLEB:OGMEX X.10.53.213,,,,,,2,,OGMEX X,10,B/O Justo Sierra,53,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,Rosa Florido,,11/28/90,,"Actinopterigio,Cabrilla serrana,",Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Centropristis,,Centropristis philadelphica,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Rosa Florido,1990,,ICML:DHLEB:OGMEX X.10.53.220,,,,,,1,,OGMEX X,10,B/O Justo Sierra,53,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,Rosa Florido,,11/28/90,,"Actinopterigio,Pez sapo,",Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,Porichthys,,Porichthys porosissimus,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Rosa Florido,1990,,ICML:DHLEB:OGMEX X.10.53.282,,,,,,48,,OGMEX X,10,B/O Justo Sierra,53,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,Rosa Florido,,11/28/90,,"Lenguado de punto,Actinopterigio,",Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Trichopsetta,,Trichopsetta ventralis,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Rosa Florido,1990,,ICML:DHLEB:OGMEX X.10.53.35,,,,,,28,,OGMEX X,10,B/O Justo Sierra,53,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,Rosa Florido,,11/28/90,,"Serrano oreja negra,Actinopterigio,",Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Serranus,,Serranus atrobranchus,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Rosa Florido,1990,,ICML:DHLEB:OGMEX X.10.53.5,,,,,,25,,OGMEX X,10,B/O Justo Sierra,53,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,Rosa Florido,,11/28/90,,"Murcií©lago picudo,Actinopterigio,",Animalia,Chordata,Actinopterygii,Lophiiformes,Ogcocephalidae,Halieutichthys,,Halieutichthys aculeatus,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Rosa Florido,1990,,ICML:DHLEB:OGMEX X.10.53.60,,,,,,12,,OGMEX X,10,B/O Justo Sierra,53,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,Rosa Florido,,11/28/90,,"Actinopterigio,Sargo espinudo,",Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Stenotomus,,Stenotomus caprinus,,,,,",,,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Rosa Florido,1990,,ICML:DHLEB:OGMEX X.10.53.618,,,,,,10,,OGMEX X,10,B/O Justo Sierra,53,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,Rosa Florido,,11/28/90,,"Estrella de mar,Asteroideo,Equinodermo,",Animalia,Echinodermata,Asteroidea,,,,,,,,,,",,,,,,,"
"Instituto de Ciencias del Mar y Limnologi, UNAM",Historicos,Luis Soto,Coleccion de Datos Historicos del Laboratorio de Ecologia del Bentos,Observacion humana,Rosa Florido,1990,,ICML:DHLEB:OGMEX X.10.53.619,,,,,,11,,OGMEX X,10,B/O Justo Sierra,53,,Red de arrastre,America,Mexico,Tamaulipas,Matamoros,Atlantico,Golfo de Mexico,,,Rosa Florido,,11/28/90,,"Bivalvo,Molusco,",Animalia,Mollusca,Bivalvia,,,,,,,,,,",,,,,,,,"
