Species,Location,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,Y51,Y52,Y53,Y54,Y55,Y56,Y57,Y58,Y59
Codium fragile subsp. tomentosoides,BCP,1951,1982,1982,1982,1982,1986,1945,2002,1982,1986,1982,1986,1986,1964,1982,1951,1942,1951,1976,1978,1982,1983,1985,1989,1990,2002,2002,2005,1951,1990,1982,1982,2002,1982,1982,1982,1994,1982,1999,2002,2002,2002,1982,1949,1949,1981,2002,2002,1949,1949,1951,1951,1960,2002,2002,1930,1937,1951,2002
Codium fragile subsp. tomentosoides,BCSP,1954,1954,2002,2008,1945,1951,1985,1945,1994,1951,1994,2002,1982,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium fragile subsp. tomentosoides,BCSG,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium fragile subsp. tomentosoides,SON,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium fragile subsp. tomentosoides,JAL,1995,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium fragile subsp. tomentosoides,BCP,2007,1979,1979,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium fragile subsp. tomentosoides,SIN,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium fragile subsp. tomentosoides,NAY,1992,1992,2002,1998,1998,1998,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium fragile subsp. tomentosoides,JAL,1993,1998,1998,1979,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium fragile subsp. tomentosoides,MICH,1990,1998,2002,1989,1998,1989,2002,1998,2002,1998,2002,2002,1998,1989,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium fragile subsp. tomentosoides,GRO,1998,2002,2002,1998,2002,1945,1979,2002,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium fragile subsp. tomentosoides,OAX,1996,1979,1995,1994,1998,1950,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium fragile subsp. tomentosoides,BCP,1981,1951,2014,1983,2014,1950,1951,1951,1952,1960,1952,1960,1950,1951,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium fragile subsp. tomentosoides,BCSP,1952,1954,1962,2002,1960,1960,1960,1951,1994,2014,2014,1960,1957,1996,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium isabelae W.R. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium isabelae,SIN,1949,1994,2002,2002,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium isabelae,NAY,2002,1978,1992,2002,1978,1978,1998,1998,1998,1998,1993,1998,1992,2002,2002,2002,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium isabelae,JAL,2006,1993,1998,2000,2002,1998,2002,2002,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium isabelae,MICH,1990,1998,2002,1993,1998,1998,2002,2002,1998,2002,1998,2002,1993,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium isabelae,GRO,2002,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium isabelae,OAX,1998,1998,1993,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium johnstonei P.C. Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium johnstonei,BCP,1951,1991,1984,1945,1962,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium johnstonei,BCP,1920,1945,2002,1996,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium johnstonei,BCSG,2002,2002,1996,2002,2002,2002,2002,1992,1997,2005,2000,2005,2000,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium johnstonei,JAL,1981,1996,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium johnstonei,COL,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium johnstonei,MICH,1993,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium johnstonei,GRO,1996,2002,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium johnstonei,OAX,1998,1998,2014,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium johnstonei,BCP,1949,2002,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium johnstonei,BCSP,1996,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium setchellii Gardner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium setchellii,BCP,1978,1985,1951,1949,1951,1960,1960,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium setchellii,BCSP,1960,1960,1960,2002,1960,1994,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium setchellii,BCSG,2000,1975,1949,1949,1924,1924,1924,1924,1944,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium isabelae ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium latum subsp. palmeri ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium latum subsp. palmeri ,BCP,1981,2002,1945,1951,1983,1985,1951,1990,2002,1951,2002,2005,1949,1951,1960,1972,1930,1949,1984,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium latum subsp. palmeri ,BCSP,1960,1960,1960,1960,1985,1960,1960,1960,1994,1994,2002,2003,2003,1998,2002,2005,1960,2005,2002,2003,1960,1945,1960,1989,2005,2002,2002,1989,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium latum subsp. palmeri ,BCG,2000,2000,2000,2000,1981,1944,2002,1973,2002,1924,1949,1996,1924,1992,2001,2002,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium latum subsp. palmeri ,BCSG,2002,1924,2002,1924,2002,1993,2002,2011,2002,2002,2000,2002,2001,2002,2002,2001,2002,2002,2002,2002,1959,2002,2001,2002,2000,2001,2002,2001,1911,1949,1985,1991,1991,1991,1991,1991,1991,1991,1997,1997,1998,1997,1999,2001,2002,2011,2002,2005,2005,1975,1996,2002,2002,,,,,,
Codium latum subsp. palmeri ,SON,1985,1966,1972,1981,2002,1944,1949,2002,1984,1949,1949,2002,1944,1986,1944,1959,2002,1944,1949,2002,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium latum subsp. palmeri ,SIN,2002,2007,1987,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium latum subsp. palmeri ,NAY,1992,1992,1998,1998,1998,1992,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium latum subsp. palmeri ,JAL,2006,1991,1998,1998,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium latum subsp. palmeri ,COL,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codium latum subsp. palmeri ,GRO,1972,1972,1988,1988,1930,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda cuneata Hering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda cuneata,BCSP,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda cuneata,NAY,1978,1992,1978,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda cuneata,JAL,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda discoidea Decaisne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda discoidea,BCSP,1960,1989,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda discoidea,BCG,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda discoidea,BCSG,1960,2000,1959,1959,1959,1959,2001,1959,2000,2001,1911,1924,1949,1985,1991,1991,1997,1998,1999,2001,2011,1985,2005,1949,1949,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda discoidea,NAY,1945,1993,1998,1998,1998,1998,1993,1992,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda discoidea,JAL,1998,2004,1998,1981,2005,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda discoidea,MICH,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda discoidea,GRO,2006,1988,1998,2000,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda discoidea,OAX,1995,1998,1993,1994,1998,1998,1995,1996,2004,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda hederacea (Barton) Colinvaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda hederacea,BCP,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda opuntia (Linnaeus) Lamouroux ,1959,1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda opuntia,BCSG,1991,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda opuntia,NAY,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda opuntia,JAL,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda scabra M. Howe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda scabra,BCSP,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda tuna (Ellis et Solander) Lamouroux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda tuna,NAY,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda tuna,JAL,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda tuna,GRO,1998,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimeda tuna,OAX,1998,1998,1998,1998,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ostreobium quekettii Bornet et Flahault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ostreobium quekettii,BCP,1930,1930,1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boodleopsis verticillata E.Y.Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boodleopsis verticillata,OAX,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chlorodesmis caespitosa J. Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chlorodesmis caespitosa,BCP,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chlorodesmis caespitosa,NAY,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chlorodesmis caespitosa,MICH,1993,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chlorodesmis caespitosa,OAX,1945,1945,1975,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chlorodesmis hildebrandtii A. Gepp et E. Gepp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chlorodesmis hildebrandtii,BCSG,1959,1959,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chlorodesmis hildebrandtii,NAY,1998,1998,1998,1992,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chlorodesmis hildebrandtii,JAL,1998,1998,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chlorodesmis hildebrandtii,COL,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chlorodesmis hildebrandtii,MICH,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chlorodesmis hildebrandtii,GRO,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chlorodesmis hildebrandtii,OAX,1998,1993,1998,1998,1998,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chlorodesmis hildebrandtii,BCSG,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penicillus sibogae A. Gepp et E. Gepp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penicillus sibogae,MICH,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siphonogramen parvum (W.J.Gilbert) I.A.Abbott et Huisman ,1962,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siphonogramen parvum,BCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batophora oerstedii J. Agardh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batophora oerstedii,SON,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batophora oerstedii,OAX,1998,1991,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neomeris annulata Dickie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neomeris annulata,BCSG,1959,2001,2001,2001,2001,2000,2005,2001,1999,1909,1945,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetabularia caliculus Lamouroux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetabularia caliculus,BCSG,2000,2000,1985,1997,1999,2001,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetabularia caliculus,SON,1966,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetabularia caliculus,OAX,1970,1978,1998,1970,1970,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetabularia crenulata Lamouroux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetabularia crenulata,BCSG,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetabularia crenulata,SON,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetabularia crenulata,OAX,1998,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetabularia farlowii Solms-Laubach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetabularia farlowii,BCSP,1998,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetabularia farlowii,BCSG,2011,2001,2011,2005,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetabularia farlowii,SON,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetabularia farlowii,SIN,2006,2006,2007,2006,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parvocaulis parvulus (Solms-Laubach) S. Berger, U. Fettweiss, S. Gleissberg, L.B. Liddle, U. Richter, H. Sawitzky et G.C. Zuccarello",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parvocaulis parvulus (Solms-Laubach) S. Berger, U. Fettweiss, S. Gleissberg, L.B. Liddle, U. Richter, H. Sawitzky et G.C. Zuccarello",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parvocaulis parvulus,BCGS,2000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parvocaulis parvulus,NAY,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parvocaulis parvulus,JAL,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parvocaulis parvulus,COL,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parvocaulis parvulus,GRO,1998,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parvocaulis parvulus,OAX,1998,1993,1994,1998,1998,1945,1975,1930,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parvocaulis pusilla (M. Howe) S. Berger, Fettweiss, Gleissberg, Liddle, U. Richter,",2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetabularia pusilla (M. Howe) Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetabularia pusilla,BCSG,1985,1997,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetabularia schenckii M_bius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetabularia schenckii,BCSG,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acetabularia schenckii,SIN,2007,2006,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilinella californica Hollenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilinella californica,BCP,1986,1945,1945,1972,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
