"","State/Province","Scientific name","County","Inicio","Fin","Titulo","Key"
"1273","Tabasco","Squatina dumeril","Playa Paraíso","2000","2000","Especimen preservado de Squatina dumeril en Tabasco","Peces; Ictiologia; Presencia; Playa Paraíso"
"1274","Tabasco","Thorichthys aureus","Laguna Caracol","2010","2010","Especimen preservado de Thorichthys aureus en Tabasco","Peces; Ictiologia; Presencia; Laguna Caracol"
"1275","Tabasco","Trachinocephalus myops","Río Balsas, Frente A Desembocadura","1983","1983","Especimen preservado de Trachinocephalus myops en Tabasco","Peces; Ictiologia; Presencia; Río Balsas, Frente A Desembocadura"
"1276","Tamaulipas","Astyanax jordani","Cueva El Pachón","1960","1960","Especimen preservado de Astyanax jordani en Tamaulipas","Peces; Ictiologia; Presencia; Cueva El Pachón"
"1277","Tamaulipas","Bollmannia communis","Aldama","2012","2012","Especimen preservado de Bollmannia communis en Tamaulipas","Peces; Ictiologia; Presencia; Aldama"
"1278","Tamaulipas","Centropristis philadelphica","Tampico","1961","1961","Especimen preservado de Centropristis philadelphica en Tamaulipas","Peces; Ictiologia; Presencia; Tampico"
"1279","Tamaulipas","Cynoponticus savanna","Tampico","1961","1961","Especimen preservado de Cynoponticus savanna en Tamaulipas","Peces; Ictiologia; Presencia; Tampico"
"1280","Tamaulipas","Dorosoma cepedianum","Tampico","1960","1960","Especimen preservado de Dorosoma cepedianum en Tamaulipas","Peces; Ictiologia; Presencia; Tampico"
"1281","Tamaulipas","Epinephelus adscensionis","Centro De Pesquerías","1963","1963","Especimen preservado de Epinephelus adscensionis en Tamaulipas","Peces; Ictiologia; Presencia; Centro De Pesquerías"
"1282","Tamaulipas","Fundulus heteroclitus heteroclitus","Río Purificacion, Bajo Cruz","1930","1930","Especimen preservado de Fundulus heteroclitus heteroclitus en Tamaulipas","Peces; Ictiologia; Presencia; Río Purificacion, Bajo Cruz"
"1283","Tamaulipas","Gambusia panuco","Las Animas","1930","1930","Especimen preservado de Gambusia panuco en Tamaulipas","Peces; Ictiologia; Presencia; Las Animas"
"1284","Tamaulipas","Gambusia regani","Río Purificación, Sobre Cruz","1930","1930","Especimen preservado de Gambusia regani en Tamaulipas","Peces; Ictiologia; Presencia; Río Purificación, Sobre Cruz"
"1285","Tamaulipas","Gymnachirus melas","Tampico","1961","1961","Especimen preservado de Gymnachirus melas en Tamaulipas","Peces; Ictiologia; Presencia; Tampico"
"1286","Tamaulipas","Ictalurus lupus","Mainero","1930","1930","Especimen preservado de Ictalurus lupus en Tamaulipas","Peces; Ictiologia; Presencia; Mainero"
"1287","Tamaulipas","Lepisosteus oculatus","Laguna Madre Y Presa Falcon","1960","1960","Especimen preservado de Lepisosteus oculatus en Tamaulipas","Peces; Ictiologia; Presencia; Laguna Madre Y Presa Falcon"
"1288","Tamaulipas","Mycteroperca interstitialis","Tampico","1961","1961","Especimen preservado de Mycteroperca interstitialis en Tamaulipas","Peces; Ictiologia; Presencia; Tampico"
"1289","Tamaulipas","Narcine brasiliensis","Costa De Tamaulipas Al Norte De Tampico","1978","1978","Especimen preservado de Narcine brasiliensis en Tamaulipas","Peces; Ictiologia; Presencia; Costa De Tamaulipas Al Norte De Tampico"
"1290","Tamaulipas","Notropis aguirrepequenoi","Mainero","1966","1966","Especimen preservado de Notropis aguirrepequenoi en Tamaulipas","Peces; Ictiologia; Presencia; Mainero"
"1291","Tamaulipas","Poecilia latipunctata","Río Guayalejo","1930","1930","Especimen preservado de Poecilia latipunctata en Tamaulipas","Peces; Ictiologia; Presencia; Río Guayalejo"
"1292","Tamaulipas","Rhizoprionodon terraenovae","Este De Tamaulipas","2008","2008","Especimen preservado de Rhizoprionodon terraenovae en Tamaulipas","Peces; Ictiologia; Presencia; Este De Tamaulipas"
"1293","Tamaulipas","Syacium gunteri","Aldama","2012","2012","Especimen preservado de Syacium gunteri en Tamaulipas","Peces; Ictiologia; Presencia; Aldama"
"1294","Tamaulipas","Symphurus diomedianus","Tampico","1962","1962","Especimen preservado de Symphurus diomedianus en Tamaulipas","Peces; Ictiologia; Presencia; Tampico"
"1295","Tamaulipas","Tylosurus crocodilus crocodilus","La Blanquilla, Tampico","1964","1964","Especimen preservado de Tylosurus crocodilus crocodilus en Tamaulipas","Peces; Ictiologia; Presencia; La Blanquilla, Tampico"
"1296","Veracruz de Ignacio de la Llave","Aluterus huedelotii","Norte De Coatzacoalcos","2008","2008","Especimen preservado de Aluterus huedelotii en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Norte De Coatzacoalcos"
"1297","Veracruz de Ignacio de la Llave","Aluterus scriptus","Playa La Mancha","1979","1979","Especimen preservado de Aluterus scriptus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Playa La Mancha"
"1298","Veracruz de Ignacio de la Llave","Antennarius striatus","Este Horconcitos","1962","1962","Especimen preservado de Antennarius striatus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Este Horconcitos"
"1299","Veracruz de Ignacio de la Llave","Antennarius striatus","Río Tuxpan","1962","1962","Especimen preservado de Antennarius striatus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Río Tuxpan"
"1300","Veracruz de Ignacio de la Llave","Apogon affinis","Noroeste De Coatzacoalcos","2008","2008","Especimen preservado de Apogon affinis en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Noroeste De Coatzacoalcos"
"1301","Veracruz de Ignacio de la Llave","Argentina striata","Coatzacoalcos","2000","2000","Especimen preservado de Argentina striata en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Coatzacoalcos"
"1302","Veracruz de Ignacio de la Llave","Atractosteus tropicus","Laguna Del Vapor","1963","1963","Especimen preservado de Atractosteus tropicus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Laguna Del Vapor"
"1303","Veracruz de Ignacio de la Llave","Bothus robinsi","Arrecife De Tuxpan","2008","2008","Especimen preservado de Bothus robinsi en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Arrecife De Tuxpan"
"1304","Veracruz de Ignacio de la Llave","Bregmaceros atlanticus","Norte De Coatzacoalcos","2000","2000","Especimen preservado de Bregmaceros atlanticus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Norte De Coatzacoalcos"
"1305","Veracruz de Ignacio de la Llave","Brevoortia patronus","""La ""Y"" Tampamachoco""","2010","2010","Especimen preservado de Brevoortia patronus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; ""La ""Y"" Tampamachoco"""
"1306","Veracruz de Ignacio de la Llave","Brevoortia patronus","Laguna De Pueblo Viejo","1966","1966","Especimen preservado de Brevoortia patronus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Laguna De Pueblo Viejo"
"1307","Veracruz de Ignacio de la Llave","Carcharhinus porosus","Playa Sola","1961","1961","Especimen preservado de Carcharhinus porosus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Playa Sola"
"1308","Veracruz de Ignacio de la Llave","Centropristis philadelphica","Gutierrez Zamora","1962","1962","Especimen preservado de Centropristis philadelphica en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Gutierrez Zamora"
"1309","Veracruz de Ignacio de la Llave","Cephalopholis cruentata","Tuxpan","1961","1961","Especimen preservado de Cephalopholis cruentata en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Tuxpan"
"1310","Veracruz de Ignacio de la Llave","Cichlasoma sexfasciatus","Cuenca De Papaloapan","1998","1998","Especimen preservado de Cichlasoma sexfasciatus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Cuenca De Papaloapan"
"1311","Veracruz de Ignacio de la Llave","Cichlasoma sexfasciatus","Laguna De Alvarado","2012","2012","Especimen preservado de Cichlasoma sexfasciatus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Laguna De Alvarado"
"1312","Veracruz de Ignacio de la Llave","Cichlasoma urophthalmus","Laguna De Alvarado","2012","2012","Especimen preservado de Cichlasoma urophthalmus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Laguna De Alvarado"
"1313","Veracruz de Ignacio de la Llave","Cynoscion jamaicensis","Playa Sola","1961","1961","Especimen preservado de Cynoscion jamaicensis en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Playa Sola"
"1314","Veracruz de Ignacio de la Llave","Dasyatis sabina","Laguna De Tampamachoco","2009","2010","Especimen preservado de Dasyatis sabina en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Laguna De Tampamachoco"
"1315","Veracruz de Ignacio de la Llave","Dorosoma petenense","Lago De Catemaco","2003","2003","Especimen preservado de Dorosoma petenense en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Lago De Catemaco"
"1316","Veracruz de Ignacio de la Llave","Epinephelus adscensionis","Malecon Puerto Veracruz","2004","2004","Especimen preservado de Epinephelus adscensionis en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Malecon Puerto Veracruz"
"1317","Veracruz de Ignacio de la Llave","Epinephelus adscensionis","Oriente De Isla Sacrificios","2010","2010","Especimen preservado de Epinephelus adscensionis en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Oriente De Isla Sacrificios"
"1318","Veracruz de Ignacio de la Llave","Epinephelus niveatus","Tecolutla","1962","1962","Especimen preservado de Epinephelus niveatus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Tecolutla"
"1319","Veracruz de Ignacio de la Llave","Eucinostomus argenteus","Laguna De Tampamachoco","2009","2009","Especimen preservado de Eucinostomus argenteus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Laguna De Tampamachoco"
"1320","Veracruz de Ignacio de la Llave","Eucinostomus melanopterus","Laguna De Tampamachoco","2009","2009","Especimen preservado de Eucinostomus melanopterus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Laguna De Tampamachoco"
"1321","Veracruz de Ignacio de la Llave","Eugerres plumieri","Laguna De Tampamachoco","2009","2009","Especimen preservado de Eugerres plumieri en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Laguna De Tampamachoco"
"1322","Veracruz de Ignacio de la Llave","Gambusia regani","Río Cazones","1930","1930","Especimen preservado de Gambusia regani en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Río Cazones"
"1323","Veracruz de Ignacio de la Llave","Gerres cinereus","Laguna De Tampamachoco","2009","2009","Especimen preservado de Gerres cinereus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Laguna De Tampamachoco"
"1324","Veracruz de Ignacio de la Llave","Gobiomorus dormitor","Gutierrez Zamora","1962","1962","Especimen preservado de Gobiomorus dormitor en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Gutierrez Zamora"
"1325","Veracruz de Ignacio de la Llave","Gobiomorus dormitor","Laguna De Alvarado","2012","2012","Especimen preservado de Gobiomorus dormitor en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Laguna De Alvarado"
"1326","Veracruz de Ignacio de la Llave","Gymnosarda alleterata","Puerto De Veracruz","1979","1979","Especimen preservado de Gymnosarda alleterata en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Puerto De Veracruz"
"1327","Veracruz de Ignacio de la Llave","Gymnothorax nigromarginatus","Noroeste De Catemaco","2008","2008","Especimen preservado de Gymnothorax nigromarginatus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Noroeste De Catemaco"
"1328","Veracruz de Ignacio de la Llave","Heterandria jonessi","Charca En Jalapa, Río Cazones, Miahuapan","1930","1930","Especimen preservado de Heterandria jonessi en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Charca En Jalapa, Río Cazones, Miahuapan"
"1329","Veracruz de Ignacio de la Llave","Holocentrus adscensionis","Oriente De Isla Sacrificios","2009","2009","Especimen preservado de Holocentrus adscensionis en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Oriente De Isla Sacrificios"
"1330","Veracruz de Ignacio de la Llave","Hyporhamphus unifasciatus","Laguna De Tampamachoco","2009","2009","Especimen preservado de Hyporhamphus unifasciatus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Laguna De Tampamachoco"
"1331","Veracruz de Ignacio de la Llave","Labrisomus nigricinctus","Escollera Sur Del Puerto","2009","2009","Especimen preservado de Labrisomus nigricinctus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Escollera Sur Del Puerto"
"1332","Veracruz de Ignacio de la Llave","Lagocephalus laevigatus","Playa Tecolutla","1965","1965","Especimen preservado de Lagocephalus laevigatus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Playa Tecolutla"
"1333","Veracruz de Ignacio de la Llave","Lagocephalus laevigatus","Río Tuxpan","1978","1978","Especimen preservado de Lagocephalus laevigatus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Río Tuxpan"
"1334","Veracruz de Ignacio de la Llave","Leiostomus xanthurus","Costa De Veracruz","1998","1998","Especimen preservado de Leiostomus xanthurus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Costa De Veracruz"
"1335","Veracruz de Ignacio de la Llave","Lophiodes reticulatus","Frente A San Andrés Tuxtla","2008","2008","Especimen preservado de Lophiodes reticulatus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Frente A San Andrés Tuxtla"
"1336","Veracruz de Ignacio de la Llave","Lophius gastrophysus","Norte De Barra De Sontecomapan","2000","2000","Especimen preservado de Lophius gastrophysus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Norte De Barra De Sontecomapan"
"1337","Veracruz de Ignacio de la Llave","Lupinoblennius nicholsi","Laguna De Tampamachoco","2009","2009","Especimen preservado de Lupinoblennius nicholsi en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Laguna De Tampamachoco"
"1338","Veracruz de Ignacio de la Llave","Lutjanus buccanella","Tecolutla","1962","1962","Especimen preservado de Lutjanus buccanella en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Tecolutla"
"1339","Veracruz de Ignacio de la Llave","Lutjanus griseus","Puerto De Veracruz","1998","1998","Especimen preservado de Lutjanus griseus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Puerto De Veracruz"
"1340","Veracruz de Ignacio de la Llave","Lutjanus jocu","Laguna De Tampamachoco","2009","2009","Especimen preservado de Lutjanus jocu en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Laguna De Tampamachoco"
"1341","Veracruz de Ignacio de la Llave","Lutjanus synagris","Laguna De Tampamachoco","2009","2009","Especimen preservado de Lutjanus synagris en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Laguna De Tampamachoco"
"1342","Veracruz de Ignacio de la Llave","Macrorhamphosus scolopax","Frente A Tecolutla","1983","1983","Especimen preservado de Macrorhamphosus scolopax en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Frente A Tecolutla"
"1343","Veracruz de Ignacio de la Llave","Margrethia obtusirostra","Machona","2000","2000","Especimen preservado de Margrethia obtusirostra en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Machona"
"1344","Veracruz de Ignacio de la Llave","Megalops atlanticus","Laguna De Tampamachoco","2009","2009","Especimen preservado de Megalops atlanticus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Laguna De Tampamachoco"
"1345","Veracruz de Ignacio de la Llave","Menticirrhus littoralis","Laguna De Tampamachoco, Playa Tuxpan","2009","2009","Especimen preservado de Menticirrhus littoralis en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Laguna De Tampamachoco, Playa Tuxpan"
"1346","Veracruz de Ignacio de la Llave","Menticirrhus littoralis","Palma Sola","1961","1961","Especimen preservado de Menticirrhus littoralis en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Palma Sola"
"1347","Veracruz de Ignacio de la Llave","Micropogonias furnieri","Laguna De Tampamachoco","2009","2009","Especimen preservado de Micropogonias furnieri en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Laguna De Tampamachoco"
"1348","Veracruz de Ignacio de la Llave","Micropogonias undulatus","Cerca Puerto Veracruz","1998","1998","Especimen preservado de Micropogonias undulatus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Cerca Puerto Veracruz"
"1349","Veracruz de Ignacio de la Llave","Micropogonias undulatus","Laguna De Tampamachoco","2009","2009","Especimen preservado de Micropogonias undulatus en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Laguna De Tampamachoco"
"1350","Veracruz de Ignacio de la Llave","Mugil curema","Playa Tuxpan","2009","2009","Especimen preservado de Mugil curema en Veracruz de Ignacio de la Llave","Peces; Ictiologia; Presencia; Playa Tuxpan"
